# gauge_id= 610 location=( -0.1242130909E+03  0.4175877177E+02 ) num_var=  4
# Stationary gauge
# level, time, q[  1  2  3], eta, aux[]
# file format ascii, time series follow in this file
   04  0.0000000E+00  0.1507108E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
   04  0.1000000E+01  0.1507108E+02 -0.2335525E-15 -0.3767415E-16  0.8726463E+00
   04  0.1015873E+01  0.1507109E+02  0.4816753E-03 -0.1412596E-04  0.8726521E+00
   04  0.1031746E+01  0.1507109E+02  0.9632614E-03 -0.2825902E-04  0.8726579E+00
   04  0.1047619E+01  0.1507110E+02  0.1444758E-02 -0.4239909E-04  0.8726637E+00
   04  0.1063492E+01  0.1507110E+02  0.1926166E-02 -0.5654609E-04  0.8726695E+00
   04  0.1079365E+01  0.1507111E+02  0.2407485E-02 -0.7069993E-04  0.8726752E+00
   04  0.1095238E+01  0.1507111E+02  0.2888714E-02 -0.8486053E-04  0.8726810E+00
   04  0.1111111E+01  0.1507112E+02  0.3369854E-02 -0.9902782E-04  0.8726867E+00
   04  0.1126984E+01  0.1507113E+02  0.3850905E-02 -0.1132017E-03  0.8726924E+00
   04  0.1142857E+01  0.1507113E+02  0.4331867E-02 -0.1273821E-03  0.8726982E+00
   04  0.1158730E+01  0.1507114E+02  0.4812739E-02 -0.1415689E-03  0.8727039E+00
   04  0.1174603E+01  0.1507114E+02  0.5293522E-02 -0.1557621E-03  0.8727095E+00
   04  0.1190476E+01  0.1507115E+02  0.5774215E-02 -0.1699616E-03  0.8727152E+00
   04  0.1206349E+01  0.1507115E+02  0.6254819E-02 -0.1841673E-03  0.8727209E+00
   04  0.1222222E+01  0.1507116E+02  0.6735334E-02 -0.1983791E-03  0.8727265E+00
   04  0.1238095E+01  0.1507117E+02  0.7215759E-02 -0.2125969E-03  0.8727322E+00
   04  0.1253968E+01  0.1507117E+02  0.7696095E-02 -0.2268207E-03  0.8727378E+00
   04  0.1269841E+01  0.1507118E+02  0.8176341E-02 -0.2410504E-03  0.8727434E+00
   04  0.1285714E+01  0.1507118E+02  0.8656498E-02 -0.2552860E-03  0.8727490E+00
   04  0.1301587E+01  0.1507119E+02  0.9136566E-02 -0.2695272E-03  0.8727546E+00
   04  0.1317460E+01  0.1507119E+02  0.9616543E-02 -0.2837742E-03  0.8727602E+00
   04  0.1333333E+01  0.1507120E+02  0.1009643E-01 -0.2980267E-03  0.8727658E+00
   04  0.1349206E+01  0.1507121E+02  0.1057623E-01 -0.3122847E-03  0.8727714E+00
   04  0.1365079E+01  0.1507121E+02  0.1105594E-01 -0.3265482E-03  0.8727769E+00
   04  0.1380952E+01  0.1507122E+02  0.1153556E-01 -0.3408171E-03  0.8727824E+00
   04  0.1396825E+01  0.1507122E+02  0.1201509E-01 -0.3550913E-03  0.8727880E+00
   04  0.1412698E+01  0.1507123E+02  0.1249453E-01 -0.3693707E-03  0.8727935E+00
   04  0.1428571E+01  0.1507123E+02  0.1297388E-01 -0.3836553E-03  0.8727990E+00
   04  0.1476190E+01  0.1507125E+02  0.1441146E-01 -0.4265087E-03  0.8728154E+00
   04  0.1523810E+01  0.1507127E+02  0.1584824E-01 -0.4694067E-03  0.8728317E+00
   04  0.1571429E+01  0.1507128E+02  0.1728420E-01 -0.5123475E-03  0.8728480E+00
   04  0.1619048E+01  0.1507130E+02  0.1871936E-01 -0.5553293E-03  0.8728641E+00
   04  0.1666667E+01  0.1507131E+02  0.2015371E-01 -0.5983504E-03  0.8728801E+00
   04  0.1714286E+01  0.1507133E+02  0.2158725E-01 -0.6414090E-03  0.8728960E+00
   04  0.1761905E+01  0.1507135E+02  0.2301997E-01 -0.6845036E-03  0.8729117E+00
   04  0.1809524E+01  0.1507136E+02  0.2445189E-01 -0.7276324E-03  0.8729274E+00
   04  0.1857143E+01  0.1507138E+02  0.2588299E-01 -0.7707938E-03  0.8729430E+00
   04  0.1904762E+01  0.1507139E+02  0.2731328E-01 -0.8139864E-03  0.8729585E+00
   04  0.1952381E+01  0.1507141E+02  0.2874276E-01 -0.8572087E-03  0.8729738E+00
   04  0.2000000E+01  0.1507142E+02  0.3017142E-01 -0.9004591E-03  0.8729891E+00
   04  0.5727919E+01  0.1507238E+02  0.1401459E+00 -0.4173539E-02  0.8739495E+00
   04  0.9455838E+01  0.1507274E+02  0.2450403E+00 -0.7471597E-02  0.8743062E+00
   04  0.1318376E+02  0.1507254E+02  0.3447391E+00 -0.1088723E-01  0.8741035E+00
   04  0.1691168E+02  0.1507182E+02  0.4392285E+00 -0.1471619E-01  0.8733902E+00
   04  0.2063960E+02  0.1507065E+02  0.5284002E+00 -0.1919829E-01  0.8722158E+00
   04  0.2436752E+02  0.1506906E+02  0.6125490E+00 -0.2450570E-01  0.8706304E+00
   04  0.2809543E+02  0.1506712E+02  0.6917918E+00 -0.3077262E-01  0.8686860E+00
   04  0.3182335E+02  0.1506487E+02  0.7662571E+00 -0.3808934E-01  0.8664317E+00
   04  0.3555127E+02  0.1506235E+02  0.8360736E+00 -0.4650194E-01  0.8639130E+00
   04  0.3927919E+02  0.1505960E+02  0.9013648E+00 -0.5601532E-01  0.8611695E+00
   04  0.4300711E+02  0.1505667E+02  0.9622399E+00 -0.6662080E-01  0.8582371E+00
   04  0.4673503E+02  0.1505358E+02  0.1018793E+01 -0.7827821E-01  0.8551441E+00
   04  0.5046295E+02  0.1505040E+02  0.1071816E+01 -0.9094575E-01  0.8519704E+00
   04  0.5419087E+02  0.1504730E+02  0.1123082E+01 -0.1045932E+00  0.8488641E+00
   04  0.5791879E+02  0.1504424E+02  0.1172426E+01 -0.1192235E+00  0.8458104E+00
   04  0.6164671E+02  0.1504123E+02  0.1219650E+01 -0.1348805E+00  0.8427989E+00
   04  0.6537463E+02  0.1503825E+02  0.1264534E+01 -0.1515922E+00  0.8398204E+00
   04  0.6910255E+02  0.1503530E+02  0.1306870E+01 -0.1693395E+00  0.8368663E+00
   04  0.7283047E+02  0.1503236E+02  0.1346479E+01 -0.1880825E+00  0.8339303E+00
   04  0.7655838E+02  0.1502944E+02  0.1383221E+01 -0.2077650E+00  0.8310080E+00
   04  0.8028630E+02  0.1502653E+02  0.1416994E+01 -0.2283181E+00  0.8280976E+00
   04  0.8401422E+02  0.1502363E+02  0.1447739E+01 -0.2496641E+00  0.8251991E+00
   04  0.8774214E+02  0.1502075E+02  0.1475438E+01 -0.2717221E+00  0.8223137E+00
   04  0.9147006E+02  0.1501788E+02  0.1500108E+01 -0.2944050E+00  0.8194441E+00
   04  0.9445240E+02  0.1501560E+02  0.1517707E+01 -0.3129527E+00  0.8171682E+00
   04  0.9743473E+02  0.1501334E+02  0.1533428E+01 -0.3317969E+00  0.8149049E+00
   04  0.1004171E+03  0.1501109E+02  0.1547318E+01 -0.3508883E+00  0.8126570E+00
   04  0.1033994E+03  0.1500886E+02  0.1559432E+01 -0.3701782E+00  0.8104270E+00
   04  0.1063817E+03  0.1500663E+02  0.1569582E+01 -0.3896183E+00  0.8081982E+00
   04  0.1093641E+03  0.1500440E+02  0.1577751E+01 -0.4091574E+00  0.8059677E+00
   04  0.1123464E+03  0.1500217E+02  0.1583997E+01 -0.4287459E+00  0.8037370E+00
   04  0.1153287E+03  0.1499994E+02  0.1588382E+01 -0.4483320E+00  0.8015068E+00
   04  0.1183111E+03  0.1499771E+02  0.1591001E+01 -0.4678595E+00  0.7992790E+00
   04  0.1212934E+03  0.1499549E+02  0.1591971E+01 -0.4872746E+00  0.7970575E+00
   04  0.1242758E+03  0.1499326E+02  0.1591405E+01 -0.5067692E+00  0.7948299E+00
   04  0.1272581E+03  0.1499101E+02  0.1589393E+01 -0.5266481E+00  0.7925792E+00
   04  0.1302404E+03  0.1498875E+02  0.1586026E+01 -0.5468696E+00  0.7903165E+00
   04  0.1332228E+03  0.1498649E+02  0.1581412E+01 -0.5673886E+00  0.7880537E+00
   04  0.1362051E+03  0.1498424E+02  0.1575670E+01 -0.5881530E+00  0.7858023E+00
   04  0.1391874E+03  0.1498201E+02  0.1568925E+01 -0.6091098E+00  0.7835736E+00
   04  0.1421698E+03  0.1497981E+02  0.1561305E+01 -0.6302067E+00  0.7813784E+00
   04  0.1451521E+03  0.1497766E+02  0.1552937E+01 -0.6513938E+00  0.7792265E+00
   04  0.1481344E+03  0.1497556E+02  0.1543944E+01 -0.6726247E+00  0.7771268E+00
   04  0.1511168E+03  0.1497352E+02  0.1534448E+01 -0.6938566E+00  0.7750874E+00
   04  0.1540991E+03  0.1497155E+02  0.1524560E+01 -0.7150509E+00  0.7731150E+00
   04  0.1570814E+03  0.1496965E+02  0.1514388E+01 -0.7361730E+00  0.7712157E+00
   04  0.1600638E+03  0.1496783E+02  0.1504030E+01 -0.7571919E+00  0.7693944E+00
   04  0.1630461E+03  0.1496609E+02  0.1493579E+01 -0.7780802E+00  0.7676551E+00
   04  0.1660284E+03  0.1496443E+02  0.1483118E+01 -0.7988132E+00  0.7660010E+00
   04  0.1690108E+03  0.1496287E+02  0.1472724E+01 -0.8193688E+00  0.7644345E+00
   04  0.1719931E+03  0.1496139E+02  0.1462466E+01 -0.8397268E+00  0.7629573E+00
   04  0.1749755E+03  0.1496000E+02  0.1452407E+01 -0.8598687E+00  0.7615703E+00
   04  0.1779578E+03  0.1495871E+02  0.1442599E+01 -0.8797774E+00  0.7602736E+00
   04  0.1809401E+03  0.1495750E+02  0.1433088E+01 -0.8994369E+00  0.7590669E+00
   04  0.1824313E+03  0.1495692E+02  0.1428456E+01 -0.9091774E+00  0.7584863E+00
