KL_mode_1,KL_mode_2,KL_mode_3,KL_mode_4,KL_mode_5,KL_mode_6,KL_mode_7,KL_mode_8,KL_mode_9,KL_mode_10,KL_mode_11,KL_mode_12,KL_mode_13,KL_mode_14,KL_mode_15,KL_mode_16,KL_mode_17,KL_mode_18,KL_mode_19,KL_mode_20,Cluster_Weight,Medoid_Index
0.5058716388183696,-0.352672844971391,-0.13530948689190422,0.44000489211421245,2.2930400278151803,-0.2093844042960159,-0.933874324094403,2.205305878889155,2.4678839003647353,-2.5062452632906513,1.7154896393197532,-1.2844754157404392,2.0992842501054403,-3.483873407954548,-0.2996262173993609,2.609632297552365,0.050134125649421844,-0.8196881479917388,2.7609503447086223,1.4784482009641378,0.033456,91
1.3193066830279667,2.00697571074037,0.4729215392233821,2.3314415216363473,-0.5815317094693351,-0.7527070783290767,1.427195182871351,-0.616726997224562,0.24739864887380442,2.147932602272135,-0.1976747891240256,1.3614555473241714,-3.106620528709831,-2.362208677732685,2.547963192433472,1.9444527665992453,-3.949676929757421,-0.7192796862429245,-1.17054562566912,-0.3249034794592401,0.00064,64
1.5274444896441894,-4.609021799071382,2.116396431546562,1.8171301011376058,1.3076609443789493,-1.2456108089049023,0.8108362439055218,-1.258454947345719,-1.121380685360335,-1.7990293874559737,-0.395540491626593,-1.5438058257852694,-2.072130964759971,0.3888189567754011,-1.1684095227260378,0.5115764852707468,-0.4459117687167562,1.9436636314062343,2.533834086857471,-1.0942649275440146,0.09290600000000002,93
-1.0897722006922317,0.16568829600406335,0.6838673498595083,2.4150989092576385,-2.483686231795221,-0.9829243064120333,0.5452333982360885,0.28722345238066077,1.447691407757487,-3.422030251614687,1.5256378398547399,2.725777575231202,0.9559371648073,-0.21962732923299408,-2.737296106996384,-3.4399611852810943,1.148094554344709,1.764041943693455,0.414415316018257,0.9184400335236452,0.19701733333333338,73
-0.8121818884253146,0.22571313371156165,-2.5279513556552007,1.7481289020395634,-0.2829168176716253,-0.05433118933446008,2.1347543278887384,-1.0530109928115685,1.5997523993976948,-3.298070034125726,3.4902156259585513,1.435952868115168,-0.6171944747449297,-2.2824079106605937,-1.0097637796704526,0.12762424015002566,-2.302665429053435,2.4002944328362874,0.6396184916905785,-2.053732565944422,0.029024,4
-0.21137509367213758,2.1767832263442335,-1.0232976162703147,-0.7389485711320838,1.1650024686605605,1.5239531179501262,-0.7589249097912877,-3.7302899450974687,1.9129282064607538,-2.4219762116324133,-2.943853258837251,1.4137882930567565,-0.9233903418958437,0.9329311896906763,-2.011279540576363,1.6211607677695394,2.5388081869611185,1.8283004022087666,0.47372097854504136,-2.9774841698401406,0.03227666666666667,98
-1.061814350900294,0.3641346361973902,-1.861650311031485,0.9950326719039368,1.0776952031860227,0.41439398965124985,-0.4549251575578294,1.4670677845205975,-0.08511478108876207,-1.025812341476183,0.39805108236422776,-4.556328878076202,-0.34661366183754966,-1.768338938654156,3.3267114645293145,1.0474881842415638,-3.026493473963078,-1.4830227136604326,-1.765378778733361,-2.299786039416406,0.054984000000000005,83
0.23409438446696598,-0.4696027327584374,-0.03701166916695888,0.2767371402219763,1.9546171762599012,1.6052449151677504,-1.5847297964867655,-2.798082237889522,-2.02097400912928,1.2634665068760025,3.021248721292,1.1958231774548895,1.7066480781837956,-3.2900218341354703,-1.0321559071134871,-0.5609332622192408,2.9223134337122953,-0.2982985121259882,-1.5994996375713009,-3.6469054872506477,0.026360000000000005,84
2.490638201460577,-1.2901078530754555,-2.0143865137329824,-0.5846149964297385,1.4295792496105555,-0.8943983341769405,2.3982965717140208,1.3959531312406372,-3.7767014356864457,0.9688172671189471,2.1423155939618614,1.5054062802905914,0.5629487993676557,-3.628758392754557,-1.064121164318221,2.580711435198874,0.19768196271753563,-0.39454878605844346,-1.5858762442321406,0.1049320182317774,0.038776666666666675,7
1.8107396596452254,-0.9284441042002631,-1.1840227789266151,-4.601119884094723,2.141220366914416,-0.3902462920734221,2.7386462505087987,-1.6861314696110368,-1.3510855149910383,1.9686715358394589,-0.24318768617702166,-1.48027775449636,-0.4690546979916178,3.3335037464315316,-1.701180433150349,0.334966349706142,-0.6248942998878501,-0.8657792223397498,0.6922003969894583,0.9007965492188229,0.04216733333333334,14
